,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Lemon/எலுமிச்சை,1, 25 to 30,2017-11-15
41,41,41,Pachai Pattani, 1, 60 to 80,2017-4-1
42,42,42,Pakarkai, 1, 45 to 50,2017-4-1
43,43,43,Nookal, 1, 35 to 40,2017-4-1
44,44,44,Chaw Chaw, 1, 28 to 30,2017-4-1
45,45,45,Kovakkai, 1, 18 to 25,2017-4-1
46,46,46,Kothavarangai, 1, 24 to 30,2017-4-1
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 60,2017-5-1
1,1,1,Tomato/Thakkali 1st Quality, 1, 10,2017-5-1
2,2,2,Tomato/Thakkali 2nd Quality, 1, –,2017-5-1
3,3,3,Small Onion, 1, 80 to105,2017-5-1
4,4,4,Bellary (Big Onion), 1, 10 to12,2017-5-1
5,5,5,Beans 1st Quality, –, 75,2017-5-1
6,6,6,Beans 2nd Quality, 1, 70,2017-5-1
7,7,7,Carrot 1st Quality, 1, 70,2017-5-1
8,8,8,Carrot 2nd Quality, 1, 65,2017-5-1
9,9,9,Vendai Kai/Lady Finger, 1, 15,2017-5-1
10,10,10,Maram Murungai, 1, 18 to38,2017-5-1
11,11,11,Chedi Murungai, 1, 25,2017-5-1
12,12,12,Avarai Ottu, 1, 25 to55,2017-5-1
13,13,13,Pachai Payaru, 1, 40,2017-5-1
14,14,14,Vellai Payaru, 1, 30,2017-5-1
15,15,15,Suraikai, 1, 28 to35,2017-5-1
16,16,16,Beetroot, 1, 15 to16,2017-5-1
17,17,17,Sunami Sambar, 1, 10,2017-5-1
18,18,18,Pusanikai, 1, 9,2017-5-1
19,19,19,Kalla Manga/Mango, 1, 8,2017-5-1
20,20,20,Orutu Manga/Mango, 1, 7 to8,2017-5-1
21,21,21,Potato 1st Quality, 1, 18 to20,2017-5-1
22,22,22,Potato 2nd Quality, 1, 13 to15,2017-5-1
23,23,23,Coconut 1st Quality, –, 25,2017-5-1
24,24,24,Coconut 2nd Quality, –, 20,2017-5-1
25,25,25,Green Chilli, 1, 44 to60,2017-5-1
26,26,26,Cauliflower 1st Quality, –, 25,2017-5-1
27,27,27,Cauliflower 2nd Quality, –, 20,2017-5-1
28,28,28,Katharikai Pachai, 1, 30,2017-5-1
29,29,29,Katharikai ootha, 1, 25,2017-5-1
30,30,30,Valai Thar, –, 23 to25,2017-5-1
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 25,2017-5-1
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 32 to40,2017-5-1
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 27 to35,2017-5-1
34,34,34,Kothamalli 1st Quality, 1 kattu, 50 to80,2017-5-1
35,35,35,Kothamalli 2nd Quality, 1 kattu, 45to75,2017-5-1
36,36,36,Mullangi 1st Quality, 1, 30,2017-5-1
37,37,37,Mullangi 2nd Quality, 1, 25,2017-5-1
38,38,38,Inji/Ginger, 1, 25,2017-5-1
39,39,39,Butter Beans, 1, 180,2017-5-1
40,40,40,Mutta Kose, 1, 65,2017-5-1
41,41,41,Pachai Pattani, 1, 180,2017-5-1
42,42,42,Pakarkai, 1, 45 to50,2017-5-1
43,43,43,Nookal, 1, 30,2017-5-1
44,44,44,Chaw Chaw, 1, 20,2017-5-1
45,45,45,Kovakkai, 1, 15,2017-5-1
46,46,46,Kothavarangai, 1, 20,2017-5-1
47,47,47,Nellikai, 1, 40,2017-5-1
48,48,48,Narthangai, 1, 40to70,2017-5-1
49,49,49,Vellarikai, 1, 18,2017-5-1
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 50 to55,2017-6-1
1,1,1,Tomato/Thakkali 1st Quality, 1, 20 to 25,2017-6-1
2,2,2,Tomato/Thakkali 2nd Quality, 1, 15,2017-6-1
3,3,3,Small Onion, 1, 80 to 100,2017-6-1
4,4,4,Bellary (Big Onion), 1, 10 to 12,2017-6-1
5,5,5,Beans 1st Quality, –, 50 to 60,2017-6-1
6,6,6,Beans 2nd Quality, 1, 45 to 55,2017-6-1
7,7,7,Carrot 1st Quality, 1, 60 to 65,2017-6-1
8,8,8,Carrot 2nd Quality, 1, 55 to 60,2017-6-1
9,9,9,Vendai Kai/Lady Finger, 1, 26,2017-6-1
10,10,10,Maram Murungai, 1, 24,2017-6-1
11,11,11,Chedi Murungai, 1, 16,2017-6-1
12,12,12,Avarai Ottu, 1, 65,2017-6-1
13,13,13,Pachai Payaru, 1, 10,2017-6-1
14,14,14,Vellai Payaru, 1, 15,2017-6-1
15,15,15,Suraikai, 1, 11,2017-6-1
16,16,16,Beetroot, 1, 25 to 28,2017-6-1
17,17,17,Sunami Sambar, 1, 12 to15,2017-6-1
18,18,18,Pusanikai, 1, 5.50 to 6,2017-6-1
19,19,19,Kalla Manga/Mango, 1, 11,2017-6-1
20,20,20,Orutu Manga/Mango, 1, 7,2017-6-1
21,21,21,Potato 1st Quality, 1, 15 to 18,2017-6-1
22,22,22,Potato 2nd Quality, 1, 10 to 13,2017-6-1
23,23,23,Coconut 1st Quality, –, 26,2017-6-1
24,24,24,Coconut 2nd Quality, –, 21,2017-6-1
25,25,25,Green Chilli, 1, 30 to 45,2017-6-1
26,26,26,Cauliflower 1st Quality, –, 25,2017-6-1
27,27,27,Cauliflower 2nd Quality, –, 20,2017-6-1
28,28,28,Katharikai Pachai, 1, 30 to 35,2017-6-1
29,29,29,Katharikai ootha, 1, 20,2017-6-1
30,30,30,Valai Thar, –, 28,2017-6-1
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20,2017-6-1
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 25,2017-6-1
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 20,2017-6-1
34,34,34,Kothamalli 1st Quality, 1 kattu, 120,2017-6-1
35,35,35,Kothamalli 2nd Quality, 1 kattu, 110,2017-6-1
36,36,36,Mullangi 1st Quality, 1, 50,2017-6-1
37,37,37,Mullangi 2nd Quality, 1, 55,2017-6-1
38,38,38,Inji/Ginger, 1, 25 to30,2017-6-1
39,39,39,Butter Beans, 1, 140,2017-6-1
40,40,40,Mutta Kose, 1, 18 to20,2017-6-1
41,41,41,Pachai Pattani, 1, 280,2017-6-1
42,42,42,Pakarkai, 1, 17,2017-6-1
43,43,43,Nookal, 1, 30,2017-6-1
44,44,44,Chaw Chaw, 1, 17,2017-6-1
45,45,45,Kovakkai, 1, 18,2017-6-1
46,46,46,Kothavarangai, 1, 31,2017-6-1
47,47,47,Nellikai, 1, 40,2017-6-1
48,48,48,Narthangai, 1, 30,2017-6-1
49,49,49,Vellarikai, 1, 28,2017-6-1
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 30 to 40,2017-7-1
1,1,1,Tomato/Thakkali 1st Quality, 1, 70to 80,2017-7-1
2,2,2,Tomato/Thakkali 2nd Quality, 1, 65to 75,2017-7-1
3,3,3,Small Onion, 1, 70 to 80,2017-7-1
4,4,4,Bellary (Big Onion), 1, 11 to 12,2017-7-1
5,5,5,Beans 1st Quality, –, 35 to 45,2017-7-1
6,6,6,Beans 2nd Quality, 1, 30 to 40,2017-7-1
7,7,7,Carrot 1st Quality, 1, 55 to 65,2017-7-1
8,8,8,Carrot 2nd Quality, 1, 50 to 60,2017-7-1
9,9,9,Vendai Kai/Lady Finger, 1, 26 to 30,2017-7-1
10,10,10,Maram Murungai, 1, 27,2017-7-1
11,11,11,Chedi Murungai, 1, 22,2017-7-1
12,12,12,Avarai Ottu, 1, 55 to 60,2017-7-1
13,13,13,Pachai Payaru, 1, 20,2017-7-1
14,14,14,Vellai Payaru, 1, 25,2017-7-1
15,15,15,Suraikai, 1, 7,2017-7-1
16,16,16,Beetroot, 1, 22,2017-7-1
17,17,17,Sunami Sambar, 1, 15,2017-7-1
18,18,18,Pusanikai, 1, 6 to 7,2017-7-1
19,19,19,Kalla Manga/Mango, 1, 32,2017-7-1
20,20,20,Orutu Manga/Mango, 1, 15,2017-7-1
21,21,21,Potato 1st Quality, 1, 15 to 18,2017-7-1
22,22,22,Potato 2nd Quality, 1, 10,2017-7-1
23,23,23,Coconut 1st Quality, –, 25 to 29,2017-7-1
24,24,24,Coconut 2nd Quality, –, 20 to 24,2017-7-1
25,25,25,Green Chilli, 1, 55 to 67,2017-7-1
26,26,26,Cauliflower 1st Quality, –, 25 to 30,2017-7-1
27,27,27,Cauliflower 2nd Quality, –, 20 to 25,2017-7-1
28,28,28,Katharikai Pachai, 1, 30,2017-7-1
29,29,29,Katharikai ootha, 1, 20,2017-7-1
30,30,30,Valai Thar, –, 28 to 30,2017-7-1
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20 to 30,2017-7-1
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 16,2017-7-1
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 10,2017-7-1
34,34,34,Kothamalli 1st Quality, 1 kattu, 30 to 40,2017-7-1
35,35,35,Kothamalli 2nd Quality, 1 kattu, 25 to 35,2017-7-1
36,36,36,Mullangi 1st Quality, 1, 20 to 30,2017-7-1
37,37,37,Mullangi 2nd Quality, 1, 15 to 25,2017-7-1
38,38,38,Inji/Ginger, 1, 40,2017-7-1
39,39,39,Butter Beans, 1, 120,2017-7-1
40,40,40,Mutta Kose, 1, 12,2017-7-1
41,41,41,Pachai Pattani, 1, 120,2017-7-1
42,42,42,Pakarkai, 1, 30,2017-7-1
43,43,43,Nookal, 1, 40,2017-7-1
44,44,44,Chaw Chaw, 1, 12,2017-7-1
45,45,45,Kovakkai, 1, 25,2017-7-1
46,46,46,Kothavarangai, 1, 20,2017-7-1
47,47,47,Nellikai, 1, 40,2017-7-1
48,48,48,Narthangai, 1, 40,2017-7-1
49,49,49,Vellarikai, 1, 25,2017-7-1
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 45 to 50,2017-9-1
1,1,1,Tomato/Thakkali 1st Quality, 1, 15 to 20,2017-9-1
2,2,2,Tomato/Thakkali 2nd Quality, 1, 10,2017-9-1
3,3,3,Small Onion, 1, 60 to 70,2017-9-1
4,4,4,Bellary (Big Onion), 1, 21 to 25,2017-9-1
5,5,5,Beans 1st Quality, –, 35 to 45,2017-9-1
6,6,6,Beans 2nd Quality, 1, 30 to 40,2017-9-1
7,7,7,Carrot 1st Quality, 1, 35 to 40,2017-9-1
8,8,8,Carrot 2nd Quality, 1, 30 to 35,2017-9-1
9,9,9,Vendai Kai/Lady Finger, 1, 7,2017-9-1
10,10,10,Maram Murungai, 1, 42,2017-9-1
11,11,11,Chedi Murungai, 1, 36,2017-9-1
12,12,12,Avarai Ottu, 1, 25 to 45,2017-9-1
13,13,13,Pachai Payaru, 1, 7,2017-9-1
14,14,14,Vellai Payaru, 1, 10,2017-9-1
15,15,15,Suraikai, 1, 5,2017-9-1
16,16,16,Beetroot, 1, 16 to 18,2017-9-1
17,17,17,Sunami Sambar, 1, 6,2017-9-1
18,18,18,Pusanikai, 1, 6,2017-9-1
19,19,19,Kalla Manga/Mango, 1, 50,2017-9-1
20,20,20,Orutu Manga/Mango, 1, 40,2017-9-1
21,21,21,Potato 1st Quality, 1, 20 to 25,2017-9-1
22,22,22,Potato 2nd Quality, 1, 15 to 20,2017-9-1
23,23,23,Coconut 1st Quality, –, 38 to 40,2017-9-1
24,24,24,Coconut 2nd Quality, –, 33 to 35,2017-9-1
25,25,25,Green Chilli, 1, 20 to 22,2017-9-1
26,26,26,Cauliflower 1st Quality, –, 25,2017-9-1
27,27,27,Cauliflower 2nd Quality, –, 20,2017-9-1
28,28,28,Katharikai Pachai, 1, 15,2017-9-1
29,29,29,Katharikai ootha, 1, 20,2017-9-1
30,30,30,Valai Thar, –, 32,2017-9-1
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-9-1
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 10,2017-9-1
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, –,2017-9-1
34,34,34,Kothamalli 1st Quality, 1 kattu, 60 to 70,2017-9-1
35,35,35,Kothamalli 2nd Quality, 1 kattu, 55 to 65,2017-9-1
36,36,36,Mullangi 1st Quality, 1, 20,2017-9-1
37,37,37,Mullangi 2nd Quality, 1, 15,2017-9-1
38,38,38,Inji/Ginger, 1, 50,2017-9-1
39,39,39,Butter Beans, 1, 160,2017-9-1
40,40,40,Mutta Kose, 1, 12 to 15,2017-9-1
41,41,41,Pachai Pattani, 1, 120,2017-9-1
42,42,42,Pakarkai, 1, 18 to 20,2017-9-1
43,43,43,Nookal, 1, 30,2017-9-1
44,44,44,Chaw Chaw, 1, 17,2017-9-1
45,45,45,Kovakkai, 1, 13,2017-9-1
46,46,46,Kothavarangai, 1, 12,2017-9-1
47,47,47,Nellikai, 1, 40,2017-9-1
48,48,48,Narthangai, 1, 40,2017-9-1
49,49,49,Vellarikai, 1, 16,2017-9-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Lemon, 1, 60 to 70,2017-10-14
1,1,Tomato/Thakkali 1st Quality, 1, 40 to 45,2017-10-14
2,2,Tomato/Thakkali 2nd Quality, 1, 35,2017-10-14
3,3,Small Onion, 1, 90 to 100,2017-10-14
4,4,Bellary (Big Onion), 1, 30 to 35,2017-10-14
5,5,Beans 1st Quality, –, 45 to 55,2017-10-14
6,6,Beans 2nd Quality, 1, 40 to 50,2017-10-14
7,7,Carrot 1st Quality, 1, 35 to 45,2017-10-14
8,8,Carrot 2nd Quality, 1, 30 to 40,2017-10-14
9,9,Vendai Kai/Lady Finger, 1, 12,2017-10-14
10,10,Maram Murungai, 1, 120,2017-10-14
11,11,Chedi Murungai, 1, 80,2017-10-14
12,12,Avarai Ottu, 1, 37 to. 45,2017-10-14
13,13,Pachai Payaru, 1, 20,2017-10-14
14,14,Vellai Payaru, 1, 13,2017-10-14
15,15,Suraikai, 1, 6,2017-10-14
16,16,Beetroot, 1, 24,2017-10-14
17,17,Sunami Sambar, 1, 5 to 6,2017-10-14
18,18,Pusanikai, 1, 8 to 10,2017-10-14
19,19,Kalla Manga/Mango, 1, 85,2017-10-14
20,20,Orutu Manga/Mango, 1, 65,2017-10-14
21,21,Potato 1st Quality, 1, 15 to 20,2017-10-14
22,22,Potato 2nd Quality, 1, 10,2017-10-14
23,23,Coconut 1st Quality, –, 40 to 42,2017-10-14
24,24,Coconut 2nd Quality, –, 35,2017-10-14
25,25,Green Chilli, 1, 30,2017-10-14
26,26,Cauliflower 1st Quality, –, 30 to 35,2017-10-14
27,27,Cauliflower 2nd Quality, –, 25,2017-10-14
28,28,Katharikai Pachai, 1, 30 to 35,2017-10-14
29,29,Katharikai ootha, 1, 30,2017-10-14
30,30,Valai Thar, –, 24 to 26,2017-10-14
31,31,Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-10-14
32,32,Pudalangai/Snake gourd 1st Quality, 1, 15,2017-10-14
33,33,Pudalangai/Snake gourd 2nd Quality, 1, –,2017-10-14
34,34,Kothamalli 1st Quality, 1 kattu, 80 to 90,2017-10-14
35,35,Kothamalli 2nd Quality, 1 kattu, 70,2017-10-14
36,36,Mullangi 1st Quality, 1, 30 to 35,2017-10-14
37,37,Mullangi 2nd Quality, 1, 25 to 30,2017-10-14
38,38,Inji/Ginger, 1, 20 to 50,2017-10-14
39,39,Butter Beans, 1, 120,2017-10-14
40,40,Mutta Kose, 1, 45 to 50,2017-10-14
41,41,Pachai Pattani, 1, 200 to 220,2017-10-14
42,42,Pakarkai, 1, 20 to 25,2017-10-14
43,43,Nookal, 1, 40,2017-10-14
44,44,Chaw Chaw, 1, 7,2017-10-14
45,45,Kovakkai, 1, 27,2017-10-14
46,46,Kothavarangai, 1, 12,2017-10-14
47,47,Nellikai, 1, 20 to 25,2017-10-14
48,48,Narthangai, 1, 30,2017-10-14
49,49,Vellarikai, 1, 20,2017-10-14
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Lemon/எலுமிச்சை,1, 25 to 30,2017-11-14
1,1,Tomato/தக்காளி 1st Quality,1, 30 to 35,2017-11-14
2,2,Tomato/தக்காளி 2nd Quality,1, 25 to 30,2017-11-14
3,3,Small Onion/சிறிய வெங்காயம்,1, 110 to 140,2017-11-14
4,4,Bellary/பெல்லாரி,1, 35 to 40,2017-11-14
5,5,Beans/பீன்ஸ் 1st Quality,1, 30 to 37,2017-11-14
6,6,Beans/பீன்ஸ் 2nd Quality,1, 25 to 32,2017-11-14
7,7,Carrot/கேரட் 1st Quality,1, 60 to 65,2017-11-14
8,8,Carrot/கேரட் 2nd Quality,1, 55 to 60,2017-11-14
9,9,Lady Finger/வெண்டைக்காய்,1, 18,2017-11-14
10,10,Tree Drumstick/மரம் முருங்கை,1, 40,2017-11-14
11,11,Plant Drumstick/செடி முருங்கை,1, 60,2017-11-14
12,12,Beans/அவரை ஒட்டு,1, 25 to 50,2017-11-14
13,13,Green Pulses/பச்சை பயிறு,1, 13,2017-11-14
14,14,White Pulses/வெள்ளை பயிறு,1, 14,2017-11-14
15,15,Zucchini/சுரைக்காய்,1, 3,2017-11-14
16,16,Beetroot/பீட்ரூட்,1, 22 to 25,2017-11-14
17,17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 7 to 8,2017-11-14
18,18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 5 to 4,2017-11-14
19,19,Kalla Manga/கள்ள மாங்காய்,1, 80,2017-11-14
20,20,OOrutu Manga/உருட்டு மாங்காய்,1, 75,2017-11-14
21,21,Potato/உருளைக்கிழங்கு 1st Quality,1, 15 to 18,2017-11-14
22,22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 10,2017-11-14
23,23,Coconut/தேங்காய் 1st Quality,1, 40 to 44,2017-11-14
24,24,Coconut/தேங்காய் 2nd Quality,1, 35,2017-11-14
25,25,Green Chilli/பச்சை மிளகாய்,1, 26 to 33,2017-11-14
26,26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 30,2017-11-14
27,27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 25,2017-11-14
28,28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 15,2017-11-14
29,29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 20,2017-11-14
30,30,Banana Thar/வாழை தார்,1, 24 to 26,2017-11-14
31,31,Curry Leaves/கறிவேப்பிலை,1, 10 to 15,2017-11-14
32,32,Gourd/புடலங்காய் 1st Quality,1, 7 to 8,2017-11-14
33,33,Gourd/புடலங்காய் 2nd Quality,1, –,2017-11-14
34,34,Coriander/கொத்தமல்லி 1st Quality,1, 35 to 40,2017-11-14
35,35,Coriander/கொத்தமல்லி 2nd Quality,1, 30 to 35,2017-11-14
36,36,Radish/முள்ளங்கி 1st Quality,1, 30 to 35,2017-11-14
37,37,Radish/முள்ளங்கி 2nd Quality,1, 25 to 30,2017-11-14
38,38,Ginger/இஞ்சி,1, 30 to 35,2017-11-14
39,39,Butter Beans/பட்டர் பீன்ஸ்,1, 90 to 100,2017-11-14
40,40,Cabbage/முட்டை கோஸ்,1, 40 to 45,2017-11-14
41,41,Green Peas/பச்சை பட்டாணி,1, 120 to 150,2017-11-14
42,42,Bitter Gourd/பாகற்காய்,1, 15 to 16,2017-11-14
43,43,Nookal/நூக்கல்,1, 20 to 25,2017-11-14
44,44,Chaw Chaw/சவ்சவ்,1, 7 to 8,2017-11-14
45,45,Kovakkai/கோவக்காய்,1, 30 to 33,2017-11-14
46,46,Cluster Beans/கொத்தவரங்காய்,1, 17 to 18,2017-11-14
47,47,Gooseberry/நெல்லிக்காய்,1, 20,2017-11-14
48,48,Narthangai/நார்த்தங்காய்,1, 20,2017-11-14
49,49,Cucumber/வெள்ளரிக்காய்,1, 30 to 33,2017-11-14
50,50,Garlic/வெள்ளை பூண்டு,1, 140,2017-11-14
51,51,Gourd/பீர்க்கங்காய்,1, 15,2017-11-14
52,52,Small Tuber/சிறு கிழங்கு,1, 30,2017-11-14
53,53,Colocasia/சேப்பங்கிழங்கு,1, 35,2017-11-14
54,54,Soya beans/சோயா பீன்ஸ்,1, 90 to 100,2017-11-14
55,55,Butter Soya/பட்டர் சோயா,1, –,2017-11-14
56,56,Senai Kilangu/சேனை கிழங்கு,1, 30,2017-11-14
57,57,Karunai Kilangu/கருணைக்கிழங்கு,1, 30 to 35,2017-11-14
58,58,Drumstick beans/முருங்கை பீன்ஸ்,1, 30,2017-11-14
59,59,Mangai Inji/மாங்காய் இஞ்சி,1, 40,2017-11-14
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon/எலுமிச்சை,1, 25 to 35,2017-12-14
1,1,1,Tomato/தக்காளி 1st Quality,1, 12 to 15,2017-12-14
2,2,2,Tomato/தக்காளி 2nd Quality,1, –,2017-12-14
3,3,3,Small Onion/சிறிய வெங்காயம்,1, 100 to 110,2017-12-14
4,4,4,Bellary/பெல்லாரி,1, 40 to 48,2017-12-14
5,5,5,Beans/பீன்ஸ் 1st Quality,1, 30 to 35,2017-12-14
6,6,6,Beans/பீன்ஸ் 2nd Quality,1, 25 to 30,2017-12-14
7,7,7,Carrot/கேரட் 1st Quality,1, 50 to 55,2017-12-14
8,8,8,Carrot/கேரட் 2nd Quality,1, 45 to 50,2017-12-14
9,9,9,Lady Finger/வெண்டைக்காய்,1, 12,2017-12-14
10,10,10,Tree Drumstick/மரம் முருங்கை,1, –,2017-12-14
11,11,11,Plant Drumstick/முருங்கை,1, 110 to 150,2017-12-14
12,12,12,Beans/அவரை ஒட்டு,1, 19,2017-12-14
13,13,13,Green Pulses/பச்சை பயிறு,1, 18 to 25,2017-12-14
14,14,14,White Pulses/வெள்ளை பயிறு,1, 16,2017-12-14
15,15,15,Zucchini/சுரைக்காய்,1, 5,2017-12-14
16,16,16,Beetroot/பீட்ரூட்,1, 15,2017-12-14
17,17,17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 2 to 3,2017-12-14
18,18,18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 3 to 4,2017-12-14
19,19,19,Kalla Manga/கள்ள மாங்காய்,1, 70 to 80,2017-12-14
20,20,20,OOrutu Manga/உருட்டு மாங்காய்,1, 70 to 80,2017-12-14
21,21,21,Potato/உருளைக்கிழங்கு 1st Quality,1, 12 to 18,2017-12-14
22,22,22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 10,2017-12-14
23,23,23,Coconut/தேங்காய் 1st Quality,1, 40 to 45,2017-12-14
24,24,24,Coconut/தேங்காய் 2nd Quality,1, 35 to 40,2017-12-14
25,25,25,Green Chilli/பச்சை மிளகாய்,1, 6 to 13,2017-12-14
26,26,26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 15 to 20,2017-12-14
27,27,27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 10 to 15,2017-12-14
28,28,28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 20,2017-12-14
29,29,29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 15,2017-12-14
30,30,30,Banana Thar/வாழை தார்,1, 20 to 24,2017-12-14
31,31,31,Curry Leaves/கறிவேப்பிலை,1, 15 to 20,2017-12-14
32,32,32,Gourd/புடலங்காய் 1st Quality,1, 6,2017-12-14
33,33,33,Gourd/புடலங்காய் 2nd Quality,1, –,2017-12-14
34,34,34,Coriander/கொத்தமல்லி 1st Quality,1, 8 to 10,2017-12-14
35,35,35,Coriander/கொத்தமல்லி 2nd Quality,1, –,2017-12-14
36,36,36,Radish/முள்ளங்கி 1st Quality,1, 15 to 20,2017-12-14
37,37,37,Radish/முள்ளங்கி 2nd Quality,1, 10 to 15,2017-12-14
38,38,38,Ginger/இஞ்சி,1, 20 to 25,2017-12-14
39,39,39,Butter Beans/பட்டர் பீன்ஸ்,1, 80 to 90,2017-12-14
40,40,40,Cabbage/முட்டை கோஸ்,1, 18 to 20,2017-12-14
41,41,41,Green Peas/பச்சை பட்டாணி,1, 80 to 90,2017-12-14
42,42,42,Bitter Gourd/பாகற்காய்,1, 13 to 17,2017-12-14
43,43,43,Nookal/நூக்கல்,1, 15 to 20,2017-12-14
44,44,44,Chaw Chaw/சவ்சவ்,1, 4 to 6,2017-12-14
45,45,45,Kovakkai/கோவக்காய்,1, 40,2017-12-14
46,46,46,Cluster Beans/கொத்தவரங்காய்,1, 20 to 25,2017-12-14
47,47,47,Gooseberry/நெல்லிக்காய்,1, 20 to 25,2017-12-14
48,48,48,Narthangai/நார்த்தங்காய்,1, 20,2017-12-14
49,49,49,Cucumber/வெள்ளரிக்காய்,1, 27,2017-12-14
50,50,50,Garlic/வெள்ளை பூண்டு,1, 100 to130,2017-12-14
51,51,51,Gourd/பீர்க்கங்காய்,1, 20 to 25,2017-12-14
52,52,52,Small Tuber/சிறு கிழங்கு,1, 40 to 45,2017-12-14
53,53,53,Colocasia/சேப்பங்கிழங்கு,1, 35,2017-12-14
54,54,54,Soya beans/சோயா பீன்ஸ்,1, 80,2017-12-14
55,55,55,Butter Soya/பட்டர் சோயா,1, ,2017-12-14
56,56,56,Senai Kilangu/சேனை கிழங்கு,1, 30,2017-12-14
57,57,57,Karunai Kilangu/கருணைக்கிழங்கு,1, 30 to 35,2017-12-14
58,58,58,Drumstick beans/முருங்கை பீன்ஸ்,1, 35,2017-12-14
59,59,59,Mangai Inji/மாங்காய் இஞ்சி,1, 40,2017-12-14
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 35 to 40,2017- 4-1
1,1,1,Tomato/Thakkali 1st Quality, 1, 20 to 25,2017- 4-1
2,2,2,Tomato/Thakkali 2nd Quality, 1, 15 to 20,2017- 4-1
3,3,3,Small Onion, 1, 65,2017- 4-1
4,4,4,Bellary (Big Onion), 1, 11 to 12,2017- 4-1
5,5,5,Beans 1st Quality, –, 75 to 85,2017- 4-1
6,6,6,Beans 2nd Quality, 1, 70to 80,2017- 4-1
7,7,7,Carrot 1st Quality, 1, 40 to 55,2017- 4-1
8,8,8,Carrot 2nd Quality, 1, 35 to 50,2017- 4-1
9,9,9,Vendai Kai/Lady Finger, 1, 18 to 20,2017- 4-1
10,10,10,Maram Murungai, 1, 4 to 5,2017- 4-1
11,11,11,Chedi Murungai, 1, 6,2017- 4-1
12,12,12,Avarai Ottu, 1, 50,2017- 4-1
13,13,13,Pachai Payaru, 1, 30,2017- 4-1
14,14,14,Vellai Payaru, 1, 25,2017- 4-1
15,15,15,Suraikai, 1, 7,2017- 4-1
16,16,16,Beetroot, 1, 28 to 40,2017- 4-1
17,17,17,Sunami Sambar, 1, 20 to 22,2017- 4-1
18,18,18,Pusanikai, 1, 12 to 15,2017- 4-1
19,19,19,Kalla Manga/Mango, 1, 15,2017- 4-1
20,20,20,Orutu Manga/Mango, 1, 12,2017- 4-1
21,21,21,Potato 1st Quality, 1, 12 to 15,2017- 4-1
22,22,22,Potato 2nd Quality, 1, 7 to 10,2017- 4-1
23,23,23,Coconut 1st Quality, –, 25,2017- 4-1
24,24,24,Coconut 2nd Quality, –, 20,2017- 4-1
25,25,25,Green Chilli, 1, 40 to 65,2017- 4-1
26,26,26,Cauliflower 1st Quality, –, 20 to 25,2017- 4-1
27,27,27,Cauliflower 2nd Quality, –, 15 to 20,2017- 4-1
28,28,28,Katharikai Pachai, 1, 70 to 88,2017- 4-1
29,29,29,Katharikai ootha, 1, 30,2017- 4-1
30,30,30,Valai Thar, –, 25,2017- 4-1
