Commodity, Weight in Kg, Price in Rs,Date
Lady Finger/வெண்டைக்காய்,1, 5,2017-11-25
Tree Drumstick/மரம் முருங்கை,1, 95,2017-11-25
Plant Drumstick/செடி முருங்கை,1, 80,2017-11-25
Beans/அவரை ஒட்டு,1, 12 to 25,2017-11-25
Green Pulses/பச்சை பயிறு,1, 7,2017-11-25
White Pulses/வெள்ளை பயிறு,1, 10,2017-11-25
Zucchini/சுரைக்காய்,1, 1.50,2017-11-25
Beetroot/பீட்ரூட்,1, 17,2017-11-25
White Pumpkin/வெள்ளை பூசணிக்காய்,1, 3 to 5,2017-11-25
Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 3 to 5,2017-11-25
Kalla Manga/கள்ள மாங்காய்,1, 110,2017-11-25
OOrutu Manga/உருட்டு மாங்காய்,1, 90 to 80,2017-11-25
Potato/உருளைக்கிழங்கு 1st Quality,1, 12 to 15,2017-11-25
Potato/உருளைக்கிழங்கு 2nd Quality,1, 10,2017-11-25
Coconut/தேங்காய் 1st Quality,1, 42 to 45,2017-11-25
Coconut/தேங்காய் 2nd Quality,1, 35,2017-11-25
Green Chilli/பச்சை மிளகாய்,1, 18 to 20,2017-11-25
Cauliflower/காலிஃபிளவர் 1st Quality,1, 25 to 30,2017-11-25
Cauliflower/காலிஃபிளவர் 2nd Quality,1, 20 to 25,2017-11-25
Green Brinjal/கத்தரிக்காய் பச்சை,1, 15,2017-11-25
Blue Brinjal/கத்தரிக்காய் நீலம்,1, 25,2017-11-25
Banana Thar/வாழை தார்,1, 24,2017-11-25
Curry Leaves/கறிவேப்பிலை,1, 15 to 20,2017-11-25
Gourd/புடலங்காய் 1st Quality,1, 4,2017-11-25
Gourd/புடலங்காய் 2nd Quality,1, –,2017-11-25
Coriander/கொத்தமல்லி 1st Quality,1, 10,2017-11-25
Coriander/கொத்தமல்லி 2nd Quality,1, –,2017-11-25
Radish/முள்ளங்கி 1st Quality,1, 20 to 25,2017-11-25
Radish/முள்ளங்கி 2nd Quality,1, 15 to 20,2017-11-25
Ginger/இஞ்சி,1, 25 to 30,2017-11-25
Butter Beans/பட்டர் பீன்ஸ்,1, 90 to 100,2017-11-25
Cabbage/முட்டை கோஸ்,1, 40 to 45,2017-11-25
Green Peas/பச்சை பட்டாணி,1, 90 to 100,2017-11-25
Bitter Gourd/பாகற்காய்,1, 13 to 15,2017-11-25
Nookal/நூக்கல்,1, 20 to 25,2017-11-25
Chaw Chaw/சவ்சவ்,1, 7 to 8,2017-11-25
Kovakkai/கோவக்காய்,1, 26,2017-11-25
Cluster Beans/கொத்தவரங்காய்,1, 8 to 9,2017-11-25
Gooseberry/நெல்லிக்காய்,1, 15 to 20,2017-11-25
Narthangai/நார்த்தங்காய்,1, 20,2017-11-25
Cucumber/வெள்ளரிக்காய்,1, 26,2017-11-25
Garlic/வெள்ளை பூண்டு,1, 100 to 120,2017-11-25
Gourd/பீர்க்கங்காய்,1, 12 to 10,2017-11-25
Small Tuber/சிறு கிழங்கு,1, 25 to 30,2017-11-25
Colocasia/சேப்பங்கிழங்கு,1, 30 to 35,2017-11-25
Soya beans/சோயா பீன்ஸ்,1, 80 to 90,2017-11-25
Butter Soya/பட்டர் சோயா,1, –,2017-11-25
Senai Kilangu/சேனை கிழங்கு,1, 30 to 35,2017-11-25
Karunai Kilangu/கருணைக்கிழங்கு,1, 35,2017-11-25
Drumstick beans/முருங்கை பீன்ஸ்,1, 30,2017-11-25
Mangai Inji/மாங்காய் இஞ்சி,1, 40 to 45,2017-11-25
Lemon, 1, 55,2017-06-16
Tomato/Thakkali 1st Quality, 1, 25,2017-06-16
Tomato/Thakkali 2nd Quality, 1, 20,2017-06-16
Small Onion, 1, 90 to 110,2017-06-16
Bellary (Big Onion), 1, 12 to 13,2017-06-16
Beans 1st Quality, –, 60 to 70,2017-06-16
Beans 2nd Quality, 1, 55 to 65,2017-06-16
Carrot 1st Quality, 1, 65 to 70,2017-06-16
Carrot 2nd Quality, 1, 60 to 65,2017-06-16
Vendai Kai/Lady Finger, 1, 25 to 30,2017-06-16
Maram Murungai, 1, 21,2017-06-16
Chedi Murungai, 1, 32,2017-06-16
Avarai Ottu, 1, 35 to 60,2017-06-16
Pachai Payaru, 1, 25,2017-06-16
Vellai Payaru, 1, 20,2017-06-16
Suraikai, 1, 11,2017-06-16
Beetroot, 1, 15 to 28,2017-06-16
Sunami Sambar, 1, 15,2017-06-16
Pusanikai, 1, 5.50 to 6.50,2017-06-16
Kalla Manga/Mango, 1, 11,2017-06-16
Orutu Manga/Mango, 1, 7,2017-06-16
Potato 1st Quality, 1, 15 to 18,2017-06-16
Potato 2nd Quality, 1, 20,2017-06-16
Coconut 1st Quality, –, 25 to 26,2017-06-16
Coconut 2nd Quality, –, 20,2017-06-16
Green Chilli, 1, 40 to 45,2017-06-16
Cauliflower 1st Quality, –, 25 to 30,2017-06-16
Cauliflower 2nd Quality, –, 20 to 25,2017-06-16
Katharikai Pachai, 1, 35,2017-06-16
Katharikai ootha, 1, 40,2017-06-16
Valai Thar, –, 29 to 30,2017-06-16
Karuveppilai/Curry Leaf, 1 Kattu, 20 to 25,2017-06-16
Pudalangai/Snake gourd 1st Quality, 1, 20 to 22,2017-06-16
Pudalangai/Snake gourd 2nd Quality, 1, 15,2017-06-16
Kothamalli 1st Quality, 1 kattu, 160 to 180,2017-06-16
Kothamalli 2nd Quality, 1 kattu, 150 to 170,2017-06-16
Mullangi 1st Quality, 1, 30,2017-06-16
Mullangi 2nd Quality, 1, 25,2017-06-16
Inji/Ginger, 1, 30,2017-06-16
Butter Beans, 1, 160,2017-06-16
Mutta Kose, 1, 15 to 20,2017-06-16
Pachai Pattani, 1, 180,2017-06-16
Pakarkai, 1, 35,2017-06-16
Nookal, 1, 40,2017-06-16
Chaw Chaw, 1, 20,2017-06-16
Kovakkai, 1, 18,2017-06-16
Kothavarangai, 1, 20,2017-06-16
Nellikai, 1, 40 to 45,2017-06-16
Narthangai, 1, 30,2017-06-16
Vellarikai, 1, 18,2017-06-16
Lemon, 1, 30,2017-07-11
Tomato/Thakkali 1st Quality, 1, 75 to 80,2017-07-11
Tomato/Thakkali 2nd Quality, 1, 70 to 75,2017-07-11
Small Onion, 1, 75,2017-07-11
Bellary (Big Onion), 1, 11 to 15,2017-07-11
Beans 1st Quality, –, 50 to 60,2017-07-11
Beans 2nd Quality, 1, 45 to 55,2017-07-11
Carrot 1st Quality, 1, 65,2017-07-11
Carrot 2nd Quality, 1, 60,2017-07-11
Vendai Kai/Lady Finger, 1, 25,2017-07-11
Maram Murungai, 1, 20,2017-07-11
Chedi Murungai, 1, 15,2017-07-11
Avarai Ottu, 1, 50,2017-07-11
Pachai Payaru, 1, 25,2017-07-11
Vellai Payaru, 1, 20,2017-07-11
Suraikai, 1, 10,2017-07-11
Beetroot, 1, 20 to 25,2017-07-11
Sunami Sambar, 1, 15,2017-07-11
Pusanikai, 1, 6,2017-07-11
Kalla Manga/Mango, 1, 20,2017-07-11
Orutu Manga/Mango, 1, 15,2017-07-11
Potato 1st Quality, 1, 12 to 15,2017-07-11
Potato 2nd Quality, 1, 10,2017-07-11
Coconut 1st Quality, –, 25 to 29,2017-07-11
Coconut 2nd Quality, –, 20 to 24,2017-07-11
Green Chilli, 1, 55 to 62,2017-07-11
Cauliflower 1st Quality, –, 25,2017-07-11
Cauliflower 2nd Quality, –, 20,2017-07-11
Katharikai Pachai, 1, 40,2017-07-11
Katharikai ootha, 1, 20,2017-07-11
Valai Thar, –, 25 to 30,2017-07-11
Karuveppilai/Curry Leaf, 1 Kattu, 30,2017-07-11
Pudalangai/Snake gourd 1st Quality, 1, 20,2017-07-11
Pudalangai/Snake gourd 2nd Quality, 1, 15,2017-07-11
Kothamalli 1st Quality, 1 kattu, 50 to 60,2017-07-11
Kothamalli 2nd Quality, 1 kattu, 45 to 55,2017-07-11
Mullangi 1st Quality, 1, 30,2017-07-11
Mullangi 2nd Quality, 1, 25,2017-07-11
Inji/Ginger, 1, 40,2017-07-11
Butter Beans, 1, 100,2017-07-11
Mutta Kose, 1, 10 to 15,2017-07-11
Pachai Pattani, 1, 160,2017-07-11
Pakarkai, 1, 20 to 30,2017-07-11
Nookal, 1, 60,2017-07-11
Chaw Chaw, 1, 20,2017-07-11
Kovakkai, 1, 25,2017-07-11
Kothavarangai, 1, 25,2017-07-11
Nellikai, 1, 28,2017-07-11
Narthangai, 1, 40,2017-07-11
Vellarikai, 1, 20,2017-07-11
Lemon, 1, 30,2017-07-12
Tomato/Thakkali 1st Quality, 1, 70to 80,2017-07-12
Tomato/Thakkali 2nd Quality, 1, 65to 75,2017-07-12
Small Onion, 1, 70 to 90,2017-07-12
Bellary (Big Onion), 1, 9 to 12,2017-07-12
Beans 1st Quality, –, 35 to 45,2017-07-12
Beans 2nd Quality, 1, 30 to 40,2017-07-12
Carrot 1st Quality, 1, 55 to 60,2017-07-12
Carrot 2nd Quality, 1, 50 to 55,2017-07-12
Vendai Kai/Lady Finger, 1, 32,2017-07-12
Maram Murungai, 1, –,2017-07-12
Chedi Murungai, 1, –,2017-07-12
Avarai Ottu, 1, 35 to 45,2017-07-12
Pachai Payaru, 1, 20,2017-07-12
Vellai Payaru, 1, 25,2017-07-12
Suraikai, 1, 8,2017-07-12
Beetroot, 1, 18 to 20,2017-07-12
Sunami Sambar, 1, 15 to 18,2017-07-12
Pusanikai, 1, 6,2017-07-12
Kalla Manga/Mango, 1, 25,2017-07-12
Orutu Manga/Mango, 1, 20,2017-07-12
Potato 1st Quality, 1, 12 to 18,2017-07-12
Potato 2nd Quality, 1, 10,2017-07-12
Coconut 1st Quality, –, 25 to 30,2017-07-12
Coconut 2nd Quality, –, 20 to 25,2017-07-12
Green Chilli, 1, 65 to 55,2017-07-12
Cauliflower 1st Quality, –, 25,2017-07-12
Cauliflower 2nd Quality, –, 20,2017-07-12
Katharikai Pachai, 1, 40,2017-07-12
Katharikai ootha, 1, 30,2017-07-12
Valai Thar, –, 23 to 30,2017-07-12
Karuveppilai/Curry Leaf, 1 Kattu, 18 to 20,2017-07-12
Pudalangai/Snake gourd 1st Quality, 1, 15 to 18,2017-07-12
Pudalangai/Snake gourd 2nd Quality, 1, 10,2017-07-12
Kothamalli 1st Quality, 1 kattu, 60 to 70,2017-07-12
Kothamalli 2nd Quality, 1 kattu, 55 to 65,2017-07-12
Mullangi 1st Quality, 1, 25 to 30,2017-07-12
Mullangi 2nd Quality, 1, 20 to 25,2017-07-12
Inji/Ginger, 1, 40,2017-07-12
Butter Beans, 1, 120,2017-07-12
Mutta Kose, 1, 10 to 12,2017-07-12
Pachai Pattani, 1, 180,2017-07-12
Pakarkai, 1, 30 to 35,2017-07-12
Nookal, 1, 25,2017-07-12
Chaw Chaw, 1, 12,2017-07-12
Kovakkai, 1, 25,2017-07-12
Kothavarangai, 1, 20 to 25,2017-07-12
Nellikai, 1, 40,2017-07-12
Narthangai, 1, 40,2017-07-12
Vellarikai, 1, 25,2017-07-12
Lemon, 1, 65 to70,2017-05-20
Tomato/Thakkali 1st Quality, 1, 10 to15,2017-05-20
Tomato/Thakkali 2nd Quality, 1, –,2017-05-20
Small Onion, 1, 90 to110,2017-05-20
Bellary (Big Onion), 1, 10 to12,2017-05-20
Beans 1st Quality, –, 65 to70,2017-05-20
Beans 2nd Quality, 1, 60 to65,2017-05-20
Carrot 1st Quality, 1, 60,2017-05-20
Carrot 2nd Quality, 1, 55,2017-05-20
Vendai Kai/Lady Finger, 1, 15,2017-05-20
Maram Murungai, 1, 17 to32,2017-05-20
Chedi Murungai, 1, 29,2017-05-20
Avarai Ottu, 1, 25 to70,2017-05-20
Pachai Payaru, 1, 20,2017-05-20
Vellai Payaru, 1, 30,2017-05-20
Suraikai, 1, 7,2017-05-20
Beetroot, 1, 28 to30,2017-05-20
Sunami Sambar, 1, 16,2017-05-20
Pusanikai, 1, 10,2017-05-20
Kalla Manga/Mango, 1, 9,2017-05-20
Orutu Manga/Mango, 1, 7 to8,2017-05-20
Potato 1st Quality, 1, 16 to17,2017-05-20
Potato 2nd Quality, 1, 11 to12,2017-05-20
Coconut 1st Quality, –, 25,2017-05-20
Coconut 2nd Quality, –, 20,2017-05-20
Green Chilli, 1, 45 to63,2017-05-20
Cauliflower 1st Quality, –, 25 to30,2017-05-20
Cauliflower 2nd Quality, –, 20 to25,2017-05-20
Katharikai Pachai, 1, 20,2017-05-20
Katharikai ootha, 1, 40,2017-05-20
Valai Thar, –, 25,2017-05-20
Karuveppilai/Curry Leaf, 1 Kattu, 25 to35,2017-05-20
Pudalangai/Snake gourd 1st Quality, 1, 40,2017-05-20
Pudalangai/Snake gourd 2nd Quality, 1, 35,2017-05-20
Kothamalli 1st Quality, 1 kattu, 70,2017-05-20
Kothamalli 2nd Quality, 1 kattu, 65,2017-05-20
Mullangi 1st Quality, 1, 20 to25,2017-05-20
Mullangi 2nd Quality, 1, 15 to20,2017-05-20
Inji/Ginger, 1, 25,2017-05-20
Butter Beans, 1, 200,2017-05-20
Mutta Kose, 1, 25,2017-05-20
Pachai Pattani, 1, 250,2017-05-20
Pakarkai, 1, 45,2017-05-20
Nookal, 1, 30,2017-05-20
Chaw Chaw, 1, 17,2017-05-20
Kovakkai, 1, 21,2017-05-20
Kothavarangai, 1, 9 to16,2017-05-20
Nellikai, 1, 45,2017-05-20
Narthangai, 1, 60,2017-05-20
Vellarikai, 1, 32,2017-05-20
Lemon, 1, 60,2017-03-02
Tomato/Thakkali 1st Quality, 1, 25 to 30,2017-03-02
Tomato/Thakkali 2nd Quality, 1, 20 to 25,2017-03-02
Small Onion, 1, 56 to 65,2017-03-02
Bellary (Big Onion), 1, 12 to 15,2017-03-02
Beans 1st Quality, –, 45 to 50,2017-03-02
Beans 2nd Quality, 1, 40 to 45,2017-03-02
Carrot 1st Quality, 1, 15,2017-03-02
Carrot 2nd Quality, 1, 10,2017-03-02
Vendai Kai/Lady Finger, 1, 49,2017-03-02
Maram Murungai, 1, 6 to 7,2017-03-02
Chedi Murungai, 1, 8,2017-03-02
Avarai Ottu, 1, 35,2017-03-02
Pachai Payaru, 1, 25,2017-03-02
Vellai Payaru, 1, 35,2017-03-02
Suraikai, 1, 8,2017-03-02
Beetroot, 1, 13,2017-03-02
Sunami Sambar, 1, 20,2017-03-02
Pusanikai, 1, 13,2017-03-02
Kalla Manga/Mango, 1, 22,2017-03-02
Orutu Manga/Mango, 1, 15 to 17,2017-03-02
Potato 1st Quality, 1, 12 to 18,2017-03-02
Potato 2nd Quality, 1, 7 to 13,2017-03-02
Coconut 1st Quality, –, 25,2017-03-02
Coconut 2nd Quality, –, 20,2017-03-02
Green Chilli, 1, 11 to 35,2017-03-02
Cauliflower 1st Quality, –, 20 to 25,2017-03-02
Cauliflower 2nd Quality, –, 15 to20,2017-03-02
Katharikai Pachai, 1, 40 to 50,2017-03-02
Katharikai ootha, 1, 30,2017-03-02
Valai Thar, –, 25,2017-03-02
Karuveppilai/Curry Leaf, 1 Kattu, 20,2017-03-02
Pudalangai/Snake gourd 1st Quality, 1, 15 to 17,2017-03-02
Pudalangai/Snake gourd 2nd Quality, 1, 10 to 12,2017-03-02
Kothamalli 1st Quality, 1 kattu, 12,2017-03-02
Kothamalli 2nd Quality, 1 kattu, 10,2017-03-02
Mullangi 1st Quality, 1, 12,2017-03-02
Mullangi 2nd Quality, 1, 10,2017-03-02
Inji/Ginger, 1, 25,2017-03-02
Butter Beans, 1, 150,2017-03-02
Mutta Kose, 1, 8 to 10,2017-03-02
Pachai Pattani, 1, 25,2017-03-02
Pakarkai, 1, 35,2017-03-02
Nookal, 1, 20,2017-03-02
Chaw Chaw, 1, 25,2017-03-02
Kovakkai, 1, 17 to 20,2017-03-02
Kothavarangai, 1, 40,2017-03-02
Lemon, 1, 60 to 70,2017-09-06
Tomato/Thakkali 1st Quality, 1, 25 to 30,2017-09-06
Tomato/Thakkali 2nd Quality, 1, 20 to 25,2017-09-06
Small Onion, 1, 70 to 80,2017-09-06
Bellary (Big Onion), 1, 28 to 30,2017-09-06
Beans 1st Quality, –, 50 to 55,2017-09-06
Beans 2nd Quality, 1, 45 to 50,2017-09-06
Carrot 1st Quality, 1, 40 to 45,2017-09-06
Carrot 2nd Quality, 1, 35 to 40,2017-09-06
Vendai Kai/Lady Finger, 1, 10 to 15,2017-09-06
Maram Murungai, 1, 20,2017-09-06
Chedi Murungai, 1, 30,2017-09-06
Avarai Ottu, 1, 40 to 45,2017-09-06
Pachai Payaru, 1, 20,2017-09-06
Vellai Payaru, 1, 25,2017-09-06
Suraikai, 1, 6,2017-09-06
Beetroot, 1, 16 to 18,2017-09-06
Sunami Sambar, 1, 15,2017-09-06
Pusanikai, 1, 15,2017-09-06
Kalla Manga/Mango, 1, 60,2017-09-06
Orutu Manga/Mango, 1, –,2017-09-06
Potato 1st Quality, 1, 18 to 20,2017-09-06
Potato 2nd Quality, 1, 15,2017-09-06
Coconut 1st Quality, –, 33,2017-09-06
Coconut 2nd Quality, –, 28,2017-09-06
Green Chilli, 1, 35 to 40,2017-09-06
Cauliflower 1st Quality, –, 20,2017-09-06
Cauliflower 2nd Quality, –, 15,2017-09-06
Katharikai Pachai, 1, 20,2017-09-06
Katharikai ootha, 1, 20,2017-09-06
Valai Thar, –, 25,2017-09-06
Karuveppilai/Curry Leaf, 1 Kattu, 10 to 15,2017-09-06
Pudalangai/Snake gourd 1st Quality, 1, 20,2017-09-06
Pudalangai/Snake gourd 2nd Quality, 1, 15,2017-09-06
Kothamalli 1st Quality, 1 kattu, 50,2017-09-06
Kothamalli 2nd Quality, 1 kattu, 45,2017-09-06
Mullangi 1st Quality, 1, 20,2017-09-06
Mullangi 2nd Quality, 1, 15,2017-09-06
Inji/Ginger, 1, 50,2017-09-06
Butter Beans, 1, 160,2017-09-06
Mutta Kose, 1, 15,2017-09-06
Pachai Pattani, 1, 140,2017-09-06
Pakarkai, 1, 25,2017-09-06
Nookal, 1, 40,2017-09-06
Chaw Chaw, 1, 20,2017-09-06
Kovakkai, 1, 25,2017-09-06
Kothavarangai, 1, 30,2017-09-06
Nellikai, 1, 40,2017-09-06
Narthangai, 1, 40,2017-09-06
Vellarikai, 1, 25,2017-09-06
Lemon, 1, 65,2017-05-02
Tomato/Thakkali 1st Quality, 1, 10,2017-05-02
Tomato/Thakkali 2nd Quality, 1, –,2017-05-02
Small Onion, 1, 55 to 65,2017-05-02
Bellary (Big Onion), 1, 10 to 12,2017-05-02
Beans 1st Quality, –, 60  to  80,2017-05-02
Beans 2nd Quality, 1, 55 to 75,2017-05-02
Carrot 1st Quality, 1, 60,2017-05-02
Carrot 2nd Quality, 1, 55,2017-05-02
Vendai Kai/Lady Finger, 1, 15,2017-05-02
Maram Murungai, 1, 28 to 32,2017-05-02
Chedi Murungai, 1, 44,2017-05-02
Avarai Ottu, 1, 35 to 65,2017-05-02
Pachai Payaru, 1, 20,2017-05-02
Vellai Payaru, 1, 25,2017-05-02
Suraikai, 1, 5,2017-05-02
Beetroot, 1, 25 to 35,2017-05-02
Sunami Sambar, 1, 15 to 16,2017-05-02
Pusanikai, 1, 12 to 14,2017-05-02
Kalla Manga/Mango, 1, 7 to 8,2017-05-02
Orutu Manga/Mango, 1, 9,2017-05-02
Potato 1st Quality, 1, 12 to 15,2017-05-02
Potato 2nd Quality, 1, 7 to 10,2017-05-02
Coconut 1st Quality, –, 25,2017-05-02
Coconut 2nd Quality, –, 20,2017-05-02
Green Chilli, 1, 50 to 70,2017-05-02
Cauliflower 1st Quality, –, 20 to 25,2017-05-02
Cauliflower 2nd Quality, –, 15 to 20,2017-05-02
Katharikai Pachai, 1, 25 to 30,2017-05-02
Katharikai ootha, 1, 20,2017-05-02
Valai Thar, –, 25,2017-05-02
Karuveppilai/Curry Leaf, 1 Kattu, 25 to 30,2017-05-02
Pudalangai/Snake gourd 1st Quality, 1, 25,2017-05-02
Pudalangai/Snake gourd 2nd Quality, 1, 20,2017-05-02
Kothamalli 1st Quality, 1 kattu, 80 to 100,2017-05-02
Kothamalli 2nd Quality, 1 kattu, 75 to 95,2017-05-02
Mullangi 1st Quality, 1, 30 to 35,2017-05-02
Mullangi 2nd Quality, 1, 25  to 30,2017-05-02
Inji/Ginger, 1, 25,2017-05-02
Butter Beans, 1, 160,2017-05-02
Mutta Kose, 1, 12 to 15,2017-05-02
Pachai Pattani, 1, 80,2017-05-02
Pakarkai, 1, 30 to 35,2017-05-02
Nookal, 1, 40,2017-05-02
Chaw Chaw, 1, 25,2017-05-02
Kovakkai, 1, 18,2017-05-02
Kothavarangai, 1, 15,2017-05-02
Nellikai, 1, 40,2017-05-02
Narthangai, 1, 70,2017-05-02
Vellarikai, 1, 18,2017-05-02
Lemon, 1, 40 to 50,2017-07-15
Tomato/Thakkali 1st Quality, 1, 80 to 90,2017-07-15
Tomato/Thakkali 2nd Quality, 1, 75 to 85,2017-07-15
Small Onion, 1, 50 to 70,2017-07-15
Bellary (Big Onion), 1, 11 to 12,2017-07-15
Beans 1st Quality, –, 45 to 50,2017-07-15
Beans 2nd Quality, 1, 40 to 45,2017-07-15
Carrot 1st Quality, 1, 55 to 60,2017-07-15
Carrot 2nd Quality, 1, 50 to 60,2017-07-15
Vendai Kai/Lady Finger, 1, 30 to 32,2017-07-15
Maram Murungai, 1, 25,2017-07-15
Chedi Murungai, 1, 22,2017-07-15
Avarai Ottu, 1, 50 to55,2017-07-15
Pachai Payaru, 1, 20,2017-07-15
Vellai Payaru, 1, 25,2017-07-15
Suraikai, 1, 7,2017-07-15
Beetroot, 1, 20 to 24,2017-07-15
Sunami Sambar, 1, 15,2017-07-15
Pusanikai, 1, 6 to 7,2017-07-15
Kalla Manga/Mango, 1, 30,2017-07-15
Orutu Manga/Mango, 1, 22,2017-07-15
Potato 1st Quality, 1, 15 to 20,2017-07-15
Potato 2nd Quality, 1, 10,2017-07-15
Coconut 1st Quality, –, 25 to 30,2017-07-15
Coconut 2nd Quality, –, 20 to 25,2017-07-15
Green Chilli, 1, 55 to 75,2017-07-15
Cauliflower 1st Quality, –, 30,2017-07-15
Cauliflower 2nd Quality, –, 25,2017-07-15
Katharikai Pachai, 1, 25,2017-07-15
Katharikai ootha, 1, 15,2017-07-15
Valai Thar, –, 32,2017-07-15
Karuveppilai/Curry Leaf, 1 Kattu, 20 to 25,2017-07-15
Pudalangai/Snake gourd 1st Quality, 1, 16,2017-07-15
Pudalangai/Snake gourd 2nd Quality, 1, 10,2017-07-15
Kothamalli 1st Quality, 1 kattu, 30,2017-07-15
Kothamalli 2nd Quality, 1 kattu, 25,2017-07-15
Mullangi 1st Quality, 1, 30,2017-07-15
Mullangi 2nd Quality, 1, 25,2017-07-15
Inji/Ginger, 1, 40,2017-07-15
Butter Beans, 1, 160,2017-07-15
Mutta Kose, 1, 8 to 10,2017-07-15
Pachai Pattani, 1, 160 to 200,2017-07-15
Pakarkai, 1, 30,2017-07-15
Nookal, 1, 40,2017-07-15
Chaw Chaw, 1, 30,2017-07-15
Kovakkai, 1, 25,2017-07-15
Kothavarangai, 1, 30,2017-07-15
Nellikai, 1, 40,2017-07-15
Narthangai, 1, 40 to 50,2017-07-15
Vellarikai, 1, 25,2017-07-15
Lemon, 1, 40,2017-07-22
Tomato/Thakkali 1st Quality, 1, 70 to 80,2017-07-22
Tomato/Thakkali 2nd Quality, 1, 65 to 75,2017-07-22
Small Onion, 1, 80 to 90,2017-07-22
Bellary (Big Onion), 1, 12 to 15,2017-07-22
Beans 1st Quality, –, 60,2017-07-22
Beans 2nd Quality, 1, 55,2017-07-22
Carrot 1st Quality, 1, 45 to 50,2017-07-22
Carrot 2nd Quality, 1, 40 to 45,2017-07-22
Vendai Kai/Lady Finger, 1, 26,2017-07-22
Maram Murungai, 1, 29,2017-07-22
Chedi Murungai, 1, 18,2017-07-22
Avarai Ottu, 1, 35 to 45,2017-07-22
Pachai Payaru, 1, 30,2017-07-22
Vellai Payaru, 1, 25,2017-07-22
Suraikai, 1, 10,2017-07-22
Beetroot, 1, 22,2017-07-22
Sunami Sambar, 1, 15,2017-07-22
Pusanikai, 1, 6,2017-07-22
Kalla Manga/Mango, 1, 32,2017-07-22
Orutu Manga/Mango, 1, 25,2017-07-22
Potato 1st Quality, 1, 12 to 15,2017-07-22
Potato 2nd Quality, 1, 10,2017-07-22
Coconut 1st Quality, –, 28 to 29,2017-07-22
Coconut 2nd Quality, –, 25 to 24,2017-07-22
Green Chilli, 1, 45 to 75,2017-07-22
Cauliflower 1st Quality, –, 30 to 35,2017-07-22
Cauliflower 2nd Quality, –, 25 to 30,2017-07-22
Katharikai Pachai, 1, 25 to 30,2017-07-22
Katharikai ootha, 1, 15,2017-07-22
Valai Thar, –, 28 to 32,2017-07-22
Karuveppilai/Curry Leaf, 1 Kattu, 20,2017-07-22
Pudalangai/Snake gourd 1st Quality, 1, 16,2017-07-22
Pudalangai/Snake gourd 2nd Quality, 1, 10,2017-07-22
Kothamalli 1st Quality, 1 kattu, 25,2017-07-22
Kothamalli 2nd Quality, 1 kattu, 20,2017-07-22
Mullangi 1st Quality, 1, 25 to 30,2017-07-22
Mullangi 2nd Quality, 1, 20 to 25,2017-07-22
Inji/Ginger, 1, 40 to 45,2017-07-22
Butter Beans, 1, 80 to 90,2017-07-22
Mutta Kose, 1, 10,2017-07-22
Pachai Pattani, 1, 90 to 100,2017-07-22
Pakarkai, 1, 26,2017-07-22
Nookal, 1, 60,2017-07-22
Chaw Chaw, 1, 15,2017-07-22
Kovakkai, 1, 18,2017-07-22
Kothavarangai, 1, 25,2017-07-22
Nellikai, 1, 45,2017-07-22
Narthangai, 1, 50,2017-07-22
Vellarikai, 1, 20,2017-07-22
Lemon, 1, 40 to 45,2017-07-18
Tomato/Thakkali 1st Quality, 1, 75 to 80,2017-07-18
Tomato/Thakkali 2nd Quality, 1, 70 to 75,2017-07-18
Small Onion, 1, 70 to 80,2017-07-18
Bellary (Big Onion), 1, 10 to 13,2017-07-18
Beans 1st Quality, –, 30 to 50,2017-07-18
Beans 2nd Quality, 1, 25 to 45,2017-07-18
Carrot 1st Quality, 1, 55 to 60,2017-07-18
Carrot 2nd Quality, 1, 50 to 55,2017-07-18
Vendai Kai/Lady Finger, 1, 26 to 30,2017-07-18
Maram Murungai, 1, 29,2017-07-18
Chedi Murungai, 1, 22,2017-07-18
Avarai Ottu, 1, 32 to 50,2017-07-18
Pachai Payaru, 1, 30,2017-07-18
Vellai Payaru, 1, 25,2017-07-18
Suraikai, 1, 9,2017-07-18
Beetroot, 1, 20,2017-07-18
Sunami Sambar, 1, 15,2017-07-18
Pusanikai, 1, 6.50 to 7.50,2017-07-18
Kalla Manga/Mango, 1, 35,2017-07-18
Orutu Manga/Mango, 1, 20 to 25,2017-07-18
Potato 1st Quality, 1, 12 to 15,2017-07-18
Potato 2nd Quality, 1, 10,2017-07-18
Coconut 1st Quality, –, 25 to 32,2017-07-18
Coconut 2nd Quality, –, 20 to 27,2017-07-18
Green Chilli, 1, 45 to 78,2017-07-18
Cauliflower 1st Quality, –, 30,2017-07-18
Cauliflower 2nd Quality, –, 25,2017-07-18
Katharikai Pachai, 1, 40,2017-07-18
Katharikai ootha, 1, 20,2017-07-18
Valai Thar, –, 32,2017-07-18
Karuveppilai/Curry Leaf, 1 Kattu, 20,2017-07-18
Pudalangai/Snake gourd 1st Quality, 1, 16,2017-07-18
Pudalangai/Snake gourd 2nd Quality, 1, 10,2017-07-18
Kothamalli 1st Quality, 1 kattu, 28 to 30,2017-07-18
Kothamalli 2nd Quality, 1 kattu, 23 to 25,2017-07-18
Mullangi 1st Quality, 1, 20,2017-07-18
Mullangi 2nd Quality, 1, 15,2017-07-18
Inji/Ginger, 1, 50,2017-07-18
Butter Beans, 1, 100,2017-07-18
